Date,Series,Court,Surface,Round,Best of,Player_1,Player_2,Rank_1,Rank_2,player_1_wins
2000-02-07,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Ilie A.,21,50,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Golmard J.,Clavet F.,33,37,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Gross O.,Lapentti N.,173,9,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Koubek S.,Marin J.A.,40,72,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Mantilla F.,Black B.,25,70,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Norman M.,Alami K.,6,34,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Novak J.,Alvarez E.,43,141,1
2000-02-07,International,Outdoor,Hard,1st Round,3,Prinosil D.,Pavel A.,68,61,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Tarango J.,Martin A.,76,52,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Vacek D.,Black W.,45,153,0
2000-02-07,International,Outdoor,Hard,1st Round,3,Vicente F.,Paes L.,47,140,1
2000-02-07,International,Outdoor,Hard,2nd Round,3,Black W.,Mantilla F.,153,25,0
2000-02-07,International,Outdoor,Hard,2nd Round,3,Blanco G.,El Aynaoui Y.,78,21,0
2000-02-07,International,Outdoor,Hard,2nd Round,3,Costa A.,Koubek S.,18,40,1
2000-02-07,International,Outdoor,Hard,2nd Round,3,Ferrero J.C.,Lapentti N.,39,9,1
2000-02-07,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Martin A.,4,52,1
2000-02-07,International,Outdoor,Hard,2nd Round,3,Novak J.,Arazi H.,43,27,1
2000-02-07,International,Outdoor,Hard,2nd Round,3,Pavel A.,Golmard J.,61,33,0
2000-02-07,International,Outdoor,Hard,2nd Round,3,Vicente F.,Alami K.,47,34,0
2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Costa A.,El Aynaoui Y.,18,21,1
2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Golmard J.,4,33,1
2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Mantilla F.,Ferrero J.C.,25,39,0
2000-02-07,International,Outdoor,Hard,Quarterfinals,3,Novak J.,Alami K.,43,34,0
2000-02-07,International,Outdoor,Hard,Semifinals,3,Alami K.,Ferrero J.C.,34,39,0
2000-02-07,International,Outdoor,Hard,Semifinals,3,Kiefer N.,Costa A.,4,18,1
2000-02-07,International,Outdoor,Hard,The Final,3,Ferrero J.C.,Kiefer N.,39,4,0
2000-02-07,International,Indoor,Hard,1st Round,3,Arthurs W.,Rosset M.,106,77,0
2000-02-07,International,Indoor,Hard,1st Round,3,Bastl G.,Johansson T.,74,41,0
2000-02-07,International,Indoor,Hard,1st Round,3,Bjorkman J.,Diaz J.,65,87,0
2000-02-07,International,Indoor,Hard,1st Round,3,Clement A.,Pretzsch A.,51,118,1
2000-02-07,International,Indoor,Hard,1st Round,3,Dupuis A.,Federer R.,93,67,0
2000-02-07,International,Indoor,Hard,1st Round,3,Enqvist T.,Portas A.,12,85,1
2000-02-07,International,Indoor,Hard,1st Round,3,Grosjean S.,di Pasquale A.,20,54,1
2000-02-07,International,Indoor,Hard,1st Round,3,Hrbaty D.,Kroslak J.,24,114,0
2000-02-07,International,Indoor,Hard,1st Round,3,Ivanisevic G.,Saulnier C.,63,167,1
2000-02-07,International,Indoor,Hard,1st Round,3,Kafelnikov Y.,Pozzi G.,3,89,1
2000-02-07,International,Indoor,Hard,1st Round,3,Ljubicic I.,Voinea A.,69,80,1
2000-02-07,International,Indoor,Hard,1st Round,3,Raoux G.,Siemerink J.,186,91,0
2000-02-07,International,Indoor,Hard,1st Round,3,Santoro F.,Wessels P.,38,110,1
2000-02-07,International,Indoor,Hard,1st Round,3,Stanoytchev O.,Guardiola T.,107,147,0
2000-02-07,International,Indoor,Hard,1st Round,3,Vinciguerra A.,Safin M.,84,23,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Grosjean S.,Roux L.,20,203,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Ivanisevic G.,Enqvist T.,63,12,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Johansson T.,Federer R.,41,67,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Ljubicic I.,3,69,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Kroslak J.,Guardiola T.,114,147,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Rosset M.,Clement A.,77,51,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Siemerink J.,Santoro F.,91,38,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Vinciguerra A.,Diaz J.,84,87,1
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Grosjean S.,Vinciguerra A.,20,84,1
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ivanisevic G.,Rosset M.,63,77,0
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Federer R.,69,67,0
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Santoro F.,Guardiola T.,38,147,1
2000-02-07,International,Indoor,Hard,Semifinals,3,Rosset M.,Grosjean S.,77,20,1
2000-02-07,International,Indoor,Hard,Semifinals,3,Santoro F.,Federer R.,38,67,0
2000-02-07,International,Indoor,Hard,The Final,3,Federer R.,Rosset M.,67,77,0
2000-02-07,International,Indoor,Hard,1st Round,3,Agenor R.,King P.,94,587,1
2000-02-07,International,Indoor,Hard,1st Round,3,Blake J.,Goldstein P.,241,98,0
2000-02-07,International,Indoor,Hard,1st Round,3,Canas G.,Philippoussis M.,73,17,0
2000-02-07,International,Indoor,Hard,1st Round,3,Courier J.,Taino E.,44,397,1
2000-02-07,International,Indoor,Hard,1st Round,3,Fromberg R.,Malisse X.,71,143,0
2000-02-07,International,Indoor,Hard,1st Round,3,Gimelstob J.,Gambill J.M.,95,55,1
2000-02-07,International,Indoor,Hard,1st Round,3,Gumy H.,Woodbridge T.,64,179,1
2000-02-07,International,Indoor,Hard,1st Round,3,Liukko V.,Tieleman L.,188,99,1
2000-02-07,International,Indoor,Hard,1st Round,3,Mamiit C.,Alonso J.,97,117,1
2000-02-07,International,Indoor,Hard,1st Round,3,Massu N.,Zib T.,100,120,0
2000-02-07,International,Indoor,Hard,1st Round,3,Rodriguez M.,Larsson M.,127,82,0
2000-02-07,International,Indoor,Hard,1st Round,3,Salzenstein J.,Ferreira W.,698,53,0
2000-02-07,International,Indoor,Hard,1st Round,3,Sargsian S.,van Lottum J.,60,66,1
2000-02-07,International,Indoor,Hard,1st Round,3,Squillari F.,Tillstrom M.,46,79,0
2000-02-07,International,Indoor,Hard,1st Round,3,Srichaphan P.,Chang M.,96,42,0
2000-02-07,International,Indoor,Hard,1st Round,3,Woodforde M.,Humphries S.,125,584,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Chang M.,Mamiit C.,42,97,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Ferreira W.,Liukko V.,53,188,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Goldstein P.,Malisse X.,98,143,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Gumy H.,Courier J.,64,44,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Philippoussis M.,Agenor R.,17,94,1
2000-02-07,International,Indoor,Hard,2nd Round,3,Sargsian S.,Tillstrom M.,60,79,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Woodforde M.,Larsson M.,125,82,0
2000-02-07,International,Indoor,Hard,2nd Round,3,Zib T.,Gimelstob J.,120,95,0
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Chang M.,Tillstrom M.,42,79,0
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Courier J.,Goldstein P.,44,98,1
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Larsson M.,Ferreira W.,82,53,0
2000-02-07,International,Indoor,Hard,Quarterfinals,3,Philippoussis M.,Gimelstob J.,17,95,1
2000-02-07,International,Indoor,Hard,Semifinals,3,Ferreira W.,Tillstrom M.,53,79,0
2000-02-07,International,Indoor,Hard,Semifinals,3,Philippoussis M.,Courier J.,17,44,1
2000-02-07,International,Indoor,Hard,The Final,3,Philippoussis M.,Tillstrom M.,17,79,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dewulf F.,Ivanisevic G.,280,61,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Enqvist T.,Siemerink J.,12,98,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Golmard J.,Zabaleta M.,49,33,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Henman T.,Martin A.,11,51,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Johansson T.,Novak J.,41,40,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Kulti N.,2,121,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Kucera K.,Rusedski G.,29,13,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lapentti N.,Bjorkman J.,9,69,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Medvedev A.,Grosjean S.,36,19,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Norman M.,Schalken S.,5,50,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pioline C.,Voinea A.,15,81,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Prinosil D.,Escude N.,84,34,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Safin M.,Hrbaty D.,26,23,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Santoro F.,Alami K.,35,28,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Vacek D.,Kiefer N.,44,4,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Wessels P.,Pavel A.,110,63,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Bjorkman J.,Hrbaty D.,69,23,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Grosjean S.,Pioline C.,19,15,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Henman T.,Santoro F.,11,35,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Escude N.,2,34,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Norman M.,Wessels P.,5,110,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Novak J.,Kiefer N.,40,4,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Rusedski G.,Dewulf F.,13,280,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Siemerink J.,Golmard J.,98,49,0
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Henman T.,Hrbaty D.,11,23,1
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Norman M.,Golmard J.,5,49,0
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Pioline C.,Kiefer N.,15,4,1
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Rusedski G.,Kafelnikov Y.,13,2,0
2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Kafelnikov Y.,Henman T.,2,11,0
2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Pioline C.,Golmard J.,15,49,1
2000-02-14,International Gold,Indoor,Hard,The Final,3,Henman T.,Pioline C.,11,15,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Agenor R.,Sa A.,90,118,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Alonso J.,Woodforde M.,116,125,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Behrend T.,Popp A.,100,109,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Dupuis A.,Sanguinetti D.,93,113,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Goldstein P.,Reneberg R.,94,204,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Lareau S.,Stanoytchev O.,106,105,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,MacPhie B.,Manta L.,419,104,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Massu N.,Etlis G.,99,126,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Pretzsch A.,Knowles M.,131,227,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Rodriguez M.,Gimelstob J.,127,95,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Salzenstein J.,Jonsson F.,596,122,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Sekulov J.,Levy H.,123,175,0
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Srichaphan P.,Caratti C.,96,176,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Tieleman L.,Bryan B.,97,193,1
2000-02-14,International Gold,Indoor,Hard,1st Round,3,Zib T.,Hantschk M.,112,101,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Chang M.,Pretzsch A.,43,131,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Fromberg R.,Sanguinetti D.,70,113,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Gumy H.,Massu N.,64,99,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Larsson M.,Zib T.,78,112,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Mirnyi M.,Mamiit C.,57,135,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Philippoussis M.,MacPhie B.,16,419,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Popp A.,Ferreira W.,109,46,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Reneberg R.,Tillstrom M.,204,65,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Rodriguez M.,Black B.,127,76,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Salzenstein J.,Haas T.,596,21,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Sargsian S.,Levy H.,58,175,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Spadea V.,Sa A.,30,118,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Srichaphan P.,Schuettler R.,96,56,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Stanoytchev O.,Gambill J.M.,105,55,0
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Tieleman L.,Courier J.,97,38,1
2000-02-14,International Gold,Indoor,Hard,2nd Round,3,Woodruff C.,Woodforde M.,37,125,1
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Chang M.,Gumy H.,43,64,1
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Fromberg R.,Sa A.,70,118,0
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Gambill J.M.,Schuettler R.,55,56,0
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Haas T.,Tillstrom M.,21,65,1
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Mamiit C.,Ferreira W.,135,46,0
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Sargsian S.,Tieleman L.,58,97,1
2000-02-14,International Gold,Indoor,Hard,3rd Round,3,Woodruff C.,Black B.,37,76,0
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Black B.,Chang M.,76,43,1
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Ferreira W.,Haas T.,46,21,0
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Larsson M.,Schuettler R.,78,56,1
2000-02-14,International Gold,Indoor,Hard,Quarterfinals,3,Sargsian S.,Sa A.,58,118,0
2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Black B.,Haas T.,76,21,1
2000-02-14,International Gold,Indoor,Hard,Semifinals,3,Sa A.,Larsson M.,118,78,0
2000-02-14,International Gold,Indoor,Hard,The Final,3,Larsson M.,Black B.,78,76,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Arazi H.,Gambill J.M.,27,60,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Bjorkman J.,Tarango J.,68,77,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Black W.,Ivanisevic G.,142,61,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Federer R.,Kiefer N.,66,4,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Ferrero J.C.,Golmard J.,26,43,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Henman T.,Zabaleta M.,11,32,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Hrbaty D.,Pavel A.,21,63,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Kafelnikov Y.,Medvedev A.,3,36,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Ljubicic I.,Rosset M.,69,72,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Novak J.,Kucera K.,39,33,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Pioline C.,Martin A.,10,50,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Rusedski G.,Clement A.,15,54,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Safin M.,Santoro F.,37,34,0
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Saulnier C.,Schuettler R.,163,53,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Vacek D.,Johansson T.,44,41,1
2000-02-21,International Gold,Indoor,Hard,1st Round,3,Voinea A.,Enqvist T.,78,12,0
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Enqvist T.,Kucera K.,12,33,1
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Golmard J.,Rusedski G.,43,15,0
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Ivanisevic G.,Federer R.,61,66,0
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Kafelnikov Y.,Vacek D.,3,44,1
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Rosset M.,Hrbaty D.,72,21,1
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Santoro F.,Arazi H.,34,27,1
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Saulnier C.,Zabaleta M.,163,32,0
2000-02-21,International Gold,Indoor,Hard,2nd Round,3,Tarango J.,Pioline C.,77,10,0
2000-02-21,International Gold,Indoor,Hard,Quarterfinals,3,Enqvist T.,Pioline C.,12,10,1
2000-02-21,International Gold,Indoor,Hard,Quarterfinals,3,Rosset M.,Federer R.,72,66,1
2000-02-21,International Gold,Indoor,Hard,Quarterfinals,3,Santoro F.,Kafelnikov Y.,34,3,0
2000-02-21,International Gold,Indoor,Hard,Quarterfinals,3,Zabaleta M.,Rusedski G.,32,15,0
2000-02-21,International Gold,Indoor,Hard,Semifinals,3,Enqvist T.,Rosset M.,12,72,0
2000-02-21,International Gold,Indoor,Hard,Semifinals,3,Kafelnikov Y.,Rusedski G.,3,15,1
2000-02-21,International Gold,Indoor,Hard,The Final,3,Rosset M.,Kafelnikov Y.,72,3,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Bruguera S.,Meligeni F.,377,29,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Chela J.I.,Black B.,129,56,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Diaz J.,Agenor R.,87,91,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Dupuis A.,Gumy H.,95,67,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Etlis G.,Kuerten G.,131,6,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Gaudio G.,Clavet F.,65,42,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Hantschk M.,Marin J.A.,103,71,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Koubek S.,Portas A.,38,85,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Lapentti N.,Ulihrach B.,9,158,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Puerta M.,Vicente F.,128,45,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Sa A.,Fromberg R.,90,70,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Squillari F.,Blanco G.,46,75,1
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Tieleman L.,Hernandez A.,101,243,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,Viloca J.A.,Sargsian S.,143,57,0
2000-02-21,International Gold,Outdoor,Clay,1st Round,3,di Pasquale A.,Stanoytchev O.,55,107,0
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Agenor R.,Squillari F.,91,46,0
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Canas G.,Meligeni F.,74,29,1
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Gaudio G.,Hernandez A.,65,243,1
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Koubek S.,Fromberg R.,38,70,1
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Kuerten G.,Chela J.I.,6,129,0
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Puerta M.,Gumy H.,128,67,1
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Sargsian S.,Lapentti N.,57,9,0
2000-02-21,International Gold,Outdoor,Clay,2nd Round,3,Stanoytchev O.,Hantschk M.,107,103,0
2000-02-21,International Gold,Outdoor,Clay,Quarterfinals,3,Chela J.I.,Hantschk M.,129,103,1
2000-02-21,International Gold,Outdoor,Clay,Quarterfinals,3,Gaudio G.,Koubek S.,65,38,0
2000-02-21,International Gold,Outdoor,Clay,Quarterfinals,3,Lapentti N.,Squillari F.,9,46,0
2000-02-21,International Gold,Outdoor,Clay,Quarterfinals,3,Puerta M.,Canas G.,128,74,1
2000-02-21,International Gold,Outdoor,Clay,Semifinals,3,Chela J.I.,Koubek S.,129,38,1
2000-02-21,International Gold,Outdoor,Clay,Semifinals,3,Squillari F.,Puerta M.,46,128,0
2000-02-21,International Gold,Outdoor,Clay,The Final,3,Chela J.I.,Puerta M.,129,128,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Agenor R.,Gonzalez F.,88,420,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Blanco G.,Garcia A.,77,422,0
2000-02-28,International,Outdoor,Clay,1st Round,3,Bruguera S.,Hood M.,360,220,0
2000-02-28,International,Outdoor,Clay,1st Round,3,Calleri A.,Sargsian S.,138,53,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Chela J.I.,Marin J.A.,74,73,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Diaz J.,Alvarez E.,87,133,0
2000-02-28,International,Outdoor,Clay,1st Round,3,Gaudio G.,Spottl M.,60,193,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Hantschk M.,Stanoytchev O.,92,103,0
2000-02-28,International,Outdoor,Clay,1st Round,3,Kuerten G.,Lisnard J.,6,146,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Puerta M.,Squillari F.,84,39,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Rodriguez M.,Vicente F.,128,46,0
2000-02-28,International,Outdoor,Clay,1st Round,3,Sanguinetti D.,Portas A.,115,85,0
2000-02-28,International,Outdoor,Clay,1st Round,3,Ulihrach B.,Rios M.,151,7,1
2000-02-28,International,Outdoor,Clay,1st Round,3,Zib T.,Lopez-Moron A.,111,116,1
2000-02-28,International,Outdoor,Clay,1st Round,3,di Pasquale A.,Canas G.,57,70,0
2000-02-28,International,Outdoor,Clay,2nd Round,3,Agenor R.,Ulihrach B.,88,151,0
2000-02-28,International,Outdoor,Clay,2nd Round,3,Alvarez E.,Calleri A.,133,138,0
2000-02-28,International,Outdoor,Clay,2nd Round,3,Canas G.,Portas A.,70,85,0
2000-02-28,International,Outdoor,Clay,2nd Round,3,Gaudio G.,Garcia A.,60,422,1
2000-02-28,International,Outdoor,Clay,2nd Round,3,Kuerten G.,Stanoytchev O.,6,103,1
2000-02-28,International,Outdoor,Clay,2nd Round,3,Massu N.,Hood M.,101,220,0
2000-02-28,International,Outdoor,Clay,2nd Round,3,Puerta M.,Chela J.I.,84,74,1
2000-02-28,International,Outdoor,Clay,2nd Round,3,Vicente F.,Zib T.,46,111,1
2000-02-28,International,Outdoor,Clay,Quarterfinals,3,Hood M.,Portas A.,220,85,0
2000-02-28,International,Outdoor,Clay,Quarterfinals,3,Kuerten G.,Calleri A.,6,138,1
2000-02-28,International,Outdoor,Clay,Quarterfinals,3,Puerta M.,Vicente F.,84,46,1
2000-02-28,International,Outdoor,Clay,Quarterfinals,3,Ulihrach B.,Gaudio G.,151,60,0
2000-02-28,International,Outdoor,Clay,Semifinals,3,Portas A.,Kuerten G.,85,6,0
2000-02-28,International,Outdoor,Clay,Semifinals,3,Puerta M.,Gaudio G.,84,60,1
2000-02-28,International,Outdoor,Clay,The Final,3,Puerta M.,Kuerten G.,84,6,0
2000-02-28,International,Outdoor,Hard,1st Round,3,Bryan M.,Gaudenzi A.,429,89,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Chang M.,Ilie A.,41,76,0
2000-02-28,International,Outdoor,Hard,1st Round,3,Clavet F.,Woodforde M.,42,126,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Gimelstob J.,Alami K.,96,25,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Gumy H.,Rafter P.,67,17,0
2000-02-28,International,Outdoor,Hard,1st Round,3,Hipfl M.,Srichaphan P.,81,99,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Koubek S.,Black B.,33,59,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Mamiit C.,Mirnyi M.,129,62,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Pavel A.,Goldstein P.,66,97,0
2000-02-28,International,Outdoor,Hard,1st Round,3,Sa A.,Szymanski J.,100,167,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Stark J.,Fromberg R.,352,71,0
2000-02-28,International,Outdoor,Hard,1st Round,3,Woodruff C.,Kratochvil M.,37,136,1
2000-02-28,International,Outdoor,Hard,1st Round,3,Zabaleta M.,Calatrava A.,26,178,0
2000-02-28,International,Outdoor,Hard,1st Round,3,van Lottum J.,Malisse X.,90,140,0
2000-02-28,International,Outdoor,Hard,2nd Round,3,Bryan M.,Calatrava A.,429,178,0
2000-02-28,International,Outdoor,Hard,2nd Round,3,Fromberg R.,Ilie A.,71,76,1
2000-02-28,International,Outdoor,Hard,2nd Round,3,Gambill J.M.,Koubek S.,63,33,0
2000-02-28,International,Outdoor,Hard,2nd Round,3,Goldstein P.,Clavet F.,97,42,1
2000-02-28,International,Outdoor,Hard,2nd Round,3,Malisse X.,Sa A.,140,100,0
2000-02-28,International,Outdoor,Hard,2nd Round,3,Mamiit C.,Gimelstob J.,129,96,0
